;SentenceId;PhraseId;Phrase;Sentiment
1314;1315;28425;National Lampoon 's Van Wilder may aim to be the next Animal House , but it more closely resembles this year 's version of Tomcats .;2
1429;1430;30735;An artsploitation movie with too much exploitation and too little art .;0
1699;1700;36015;Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care , so I did n't .;0
2126;2127;43876;Infidelity drama is nicely shot , well-edited and features a standout performance by Diane Lane .;4
2095;2096;43358;A static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .;2
1866;1867;39120;The movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis .;3
1637;1638;34808;A plodding teen remake that 's so mechanical you can smell the grease on the plot twists .;0
1749;1750;36929;But while the highly predictable narrative falls short , Treasure Planet is truly gorgeous to behold .;4
1096;1097;24126;The sheer joy and pride they took in their work -- and in each other -- shines through every frame .;3
1972;1973;41148;is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .;0
1853;1854;38845;"That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .";4
1370;1371;29582;An annoying orgy of excess and exploitation that has no point and goes nowhere .;0
1391;1392;30005;A film that 's flawed and brilliant in equal measure .;3
1888;1889;39567;Ms. Phoenix is completely lacking in charm and charisma , and is unable to project either Esther 's initial anomie or her eventual awakening .;0
1545;1546;32996;Jason Patric and Ray Liotta make for one splendidly cast pair .;4
1479;1480;31595;Weighty and ponderous but every bit as filling as the treat of the title .;3
1366;1367;29495;Paul Bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .;1
1621;1622;34525;A reality-snubbing hodgepodge .;1
1590;1591;33879;A cellophane-pop remake of the punk classic Ladies and Gentlemen , The Fabulous Stains ... Crossroads is never much worse than bland or better than inconsequential .;0
1369;1370;29561;The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .;4
1759;1760;37117;... unlike -LRB- Scorsese 's Mean Streets -RRB- , Ash Wednesday is essentially devoid of interesting characters or even a halfway intriguing plot .;0
1709;1710;36192;Often hilarious .;3
1653;1654;35179;What a vast enterprise has been marshaled in the service of such a minute idea .;2
1268;1269;27639;Mariah Carey gives us another peek at some of the magic we saw in Glitter here in Wisegirls .;3
1296;1297;28192;A gem , captured in the unhurried , low-key style favored by many directors of the Iranian new wave .;2
1152;1153;25232;Richard Pryor mined his personal horrors and came up with a treasure chest of material , but Lawrence gives us mostly fool 's gold .;1
2071;2072;42891;Appropriately cynical social commentary aside , # 9 never quite ignites .;1
1804;1805;37946;She 's as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations .;4
1344;1345;29037;Though Frida is easier to swallow than Julie Taymor 's preposterous Titus , the eye candy here lacks considerable brio .;1
1758;1759;37106;It 's pretentious in a way that verges on the amateurish .;0
1575;1576;33582;Represents something very close to the nadir of the thriller\/horror genre .;2
1405;1406;30278;It wears its heart on the sleeve of its gaudy Hawaiian shirt .;1
1330;1331;28722;A semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer had anything to do with it .;0
1178;1179;25763;A modestly comic , modestly action-oriented World War II adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight .;2
1440;1441;30929;If you do n't ... well , skip to another review .;2
1730;1731;36586;I had more fun watching Spy than I had with most of the big summer movies .;4
2068;2069;42841;A charmer from Belgium .;3
1583;1584;33717;Bad company .;1
1480;1481;31611;"There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .";1
1771;1772;37336;... the first 2\/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor ...;4
1320;1321;28591;If only there were one for this kind of movie .;2
1561;1562;33330;It lacks the compassion , good-natured humor and the level of insight that made -LRB- Eyre 's -RRB- first film something of a sleeper success .;1
1645;1646;34982;Most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved;0
1485;1486;31705;A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .;0
1848;1849;38758;Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .;4
2120;2121;43733;One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .;1
1648;1649;35065;Mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , Love in the Time of Money .;1
1242;1243;27039;Boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .;1
1120;1121;24616;There might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ?;1
1228;1229;26772;This heist flick about young Brooklyn hoods is off the shelf after two years to capitalize on the popularity of Vin Diesel , Seth Green and Barry Pepper .;2
1577;1578;33637;A man leaving the screening said the film was better than Saving Private Ryan .;4
1895;1896;39701;Mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline .;1
2028;2029;42159;Ultimately feels like just one more in the long line of films this year about the business of making movies .;2
1544;1545;32983;But it 's hard to imagine a more generic effort in the genre .;0
1973;1974;41175;It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless .;3
2085;2086;43176;This is a harrowing movie about how parents know where all the buttons are , and how to push them .;2
1596;1597;33976;"Wes Craven 's presence is felt ; not the Craven of ' A Nightmare on Elm Street ' or ` The Hills Have Eyes , ' but the sad schlock merchant of ` Deadly Friend . '";1
1329;1330;28708;A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .;1
1809;1810;38049;-LRB- Shyamalan -RRB- turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .;3
1609;1610;34273;As quiet , patient and tenacious as Mr. Lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .;4
2006;2007;41699;The sequel is everything the original was not : contrived , overblown and tie-in ready .;2
1712;1713;36243;The jokes are telegraphed so far in advance they must have been lost in the mail .;1
1156;1157;25307;The Merchant-Ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage .;1
1701;1702;36082;Yet the act is still charming here .;3
1970;1971;41117;One suspects that Craven endorses They simply because this movie makes his own look much better by comparison .;1
1434;1435;30836;It 's funny and human and really pretty damned wonderful , all at once .;3
2013;2014;41840;The script by Vincent R. Nebrida ... tries to cram too many ingredients into one small pot .;1
1516;1517;32368;Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King .;1
1492;1493;31881;Starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and Bruce Willis with a scar .;0
1958;1959;40888;Ruh-roh !;2
1676;1677;35582;"At its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .";2
1610;1611;34299;Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .;4
1694;1695;35919;Throwing it all away for the fleeting joys of love 's brief moment .;2
2086;2087;43198;It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .;2
1896;1897;39720;A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .;1
1823;1824;38311;A long , dull procession of despair , set to cello music culled from a minimalist funeral .;0
1265;1266;27531;An intelligently made -LRB- and beautifully edited -RRB- picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .;4
1581;1582;33682;Apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .;1
1980;1981;41276;So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .;0
1644;1645;34955;Kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .;1
1283;1284;27970;A Frankenstein mishmash that careens from dark satire to cartoonish slapstick , Bartleby performs neither one very well .;2
1894;1895;39691;Cold , Sterile And Lacking Any Color Or Warmth .;0
1620;1621;34508;... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .;2
1372;1373;29613;There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .;0
1335;1336;28801;Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight .;3
1442;1443;30961;A generic bloodbath that often becomes laughably unbearable when it is n't merely offensive .;0
1639;1640;34834;Like its title character , this Nicholas Nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .;3
1529;1530;32630;The film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made Spy Kids a surprising winner with both adults and younger audiences .;0
1917;1918;40046;Rarely does such high-profile talent serve such literate material .;3
1789;1790;37643;Nights feels more like a quickie TV special than a feature film ... It 's not even a TV special you 'd bother watching past the second commercial break .;1
1377;1378;29757;Funny and touching .;3
2049;2050;42511;A strong script , powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being .;4
1532;1533;32692;Maid in Manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .;0
2033;2034;42225;The film delivers what it promises : A look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .;3
2067;2068;42823;LaBute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .;2
1641;1642;34899;Film ca n't quite maintain its initial momentum , but remains sporadically funny throughout .;2
1098;1099;24178;The nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .;0
2042;2043;42381;Viewed as a comedy , a romance , a fairy tale , or a drama , there 's nothing remotely triumphant about this motion picture .;2
1359;1360;29348;After several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of Jerry Bruckheimer productions , especially because Half Past Dead is like The Rock on a Wal-Mart budget .;0
2060;2061;42688;Not even Felinni would know what to make of this Italian freakshow .;0
1281;1282;27919;We hate -LRB- Madonna -RRB- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .;1
1599;1600;34049;Loosely speaking , we 're in All of Me territory again , and , strictly speaking , Schneider is no Steve Martin .;0
1820;1821;38252;Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .;3
1715;1716;36311;It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .;3
1511;1512;32254;Jackson is always watchable .;3
1631;1632;34705;Some people want the ol' ball-and-chain and then there are those who just want the Ball and Chain .;2
2036;2037;42289;The date movie that Franz Kafka would have made .;2
1381;1382;29800;It concentrates far too much on the awkward interplay and utter lack of chemistry between Chan and Hewitt .;1
1080;1081;23778;For a story set at sea , Ghost Ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . ';0
1679;1680;35677;When the twist endings were actually surprising ?;2
1376;1377;29716;The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .;3
1276;1277;27804;A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .;0
1830;1831;38435;would have been benefited from a sharper , cleaner script before it went in front of the camera .;2
1673;1674;35542;The movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .;0
1160;1161;25379;Befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject;1
1782;1783;37516;Characterisation has been sacrificed for the sake of spectacle .;0
1918;1919;40056;For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .;1
1834;1835;38505;Intriguing and stylish .;4
1663;1664;35399;A good music documentary , probably one of the best since The Last Waltz .;4
1687;1688;35770;`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way .;0
1436;1437;30873;There are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .;2
1547;1548;33032;It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .;0
1372;1373;29613;There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .;0
1842;1843;38655;What could have been right at home as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination .;1
1559;1560;33293;So bland and utterly forgettable that it might as well have been titled Generic Jennifer Lopez Romantic Comedy .;0
1851;1852;38827;Two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .;2
1876;1877;39314;The emotion is impressively true for being so hot-blooded , and both leads are up to the task .;4
1833;1834;38501;Poignant and delicately complex .;3
1508;1509;32213;It seems Grant does n't need the floppy hair and the self-deprecating stammers after all .;2
1987;1988;41367;Clooney directs this film always keeping the balance between the fantastic and the believable ...;3
1463;1464;31315;Insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either .;2
1518;1519;32397;Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .;1
1501;1502;32079;Qutting may be a flawed film , but it is nothing if not sincere .;2
1350;1351;29183;This sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .;4
1824;1825;38331;Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .;1
1114;1115;24514;Truly terrible .;0
1675;1676;35579;Gently humorous and touching .;3
1385;1386;29898;The simplicity of The Way Home has few equals this side of Aesop;2
1588;1589;33799;Alain Choquart 's camera barely stops moving , portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating .;2
1757;1758;37080;Like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame .;4
2003;2004;41638;Director David Jacobson gives Dahmer a consideration that the murderer never game his victims .;2
1141;1142;25040;Discursive but oddly riveting documentary .;3
1461;1462;31299;Even the hastily and amateurishly drawn animation can not engage .;0
1922;1923;40141;Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .;1
1863;1864;39045;Leigh is n't breaking new ground , but he knows how a daily grind can kill love .;3
1985;1986;41345;Steve Oedekerk is , alas , no Woody Allen .;1
1171;1172;25649;It 's hard to understand why anyone in his right mind would even think to make the attraction a movie .;0
2108;2109;43561;-- but certainly hard to hate .;3
1428;1429;30714;I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .;0
1487;1488;31757;Just about the surest bet for an all-around good time at the movies this summer .;4
1383;1384;29864;A lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .;1
2002;2003;41615;His best film remains his shortest , The Hole , which makes many of the points that this film does but feels less repetitive .;2
2044;2045;42430;A special kind of movie , this melancholic film noir reminded me a lot of Memento ...;4
2101;2102;43480;Benigni 's Pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow .;2
2091;2092;43301;is one of this year 's very best pictures .;4
1148;1149;25123;Elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .;4
1735;1736;36663;Some movies blend together as they become distant memories .;2
2010;2011;41751;Smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country .;3
1643;1644;34935;A zinger-filled crowd-pleaser that open-minded Elvis fans -LRB- but by no means all -RRB- will have fun with .;4
2025;2026;42079;An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .;4
1178;1179;25763;A modestly comic , modestly action-oriented World War II adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight .;2
1552;1553;33119;All very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .;2
1570;1571;33490;To Blandly Go Where We Went 8 Movies Ago ...;1
2111;2112;43622;Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .;4
1566;1567;33412;Grenier is terrific , bringing an unforced , rapid-fire delivery to Toback 's Heidegger - and Nietzsche-referencing dialogue .;4
2008;2009;41729;Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .;0
2114;2115;43647;Beautifully produced .;4
1341;1342;28959;Call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .;1
1835;1836;38508;It was filled with shootings , beatings , and more cussing than you could shake a stick at .;2
2018;2019;41979;fast , frantic and fun , but also soon forgotten;2
2020;2021;41990;To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .;0
1130;1131;24801;Matthew Lillard is born to play Shaggy !;4
1813;1814;38152;Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .;3
1394;1395;30052;This thing is virtually unwatchable .;0
1118;1119;24566;If the very concept makes you nervous ... you 'll have an idea of the film 's creepy , scary effectiveness .;2
1988;1989;41380;Handled correctly , Wilde 's play is a masterpiece of elegant wit and artifice .;4
1068;1069;23581;Blue Crush is as predictable as the tides .;1
1636;1637;34790;An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .;4
1951;1952;40726;The film did n't convince me that Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side .;1
1418;1419;30532;Wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .;0
1192;1193;26059;Wait for it to hit cable .;2
1188;1189;25968;Even bigger and more ambitious than the first installment , Spy Kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .;1
1751;1752;36986;One of these days Hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .;1
1793;1794;37715;... a bland , pretentious mess .;1
1157;1158;25344;It 's a bad sign in a thriller when you instantly know whodunit .;1
1513;1514;32271;Terry is a sort of geriatric Dirty Harry , which will please Eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man .;3
1187;1188;25934;The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .;4
1579;1580;33653;A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .;4
1324;1325;28643;Enriched by a strong and unforced supporting cast .;4
1532;1533;32692;Maid in Manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .;0
1667;1668;35433;Lush and beautifully photographed -LRB- somebody suggested the stills might make a nice coffee table book -RRB- , but ultimately you 'll leave the theater wondering why these people mattered .;1
1952;1953;40751;Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .;1
1254;1255;27300;LaBute ca n't avoid a fatal mistake in the modern era : He 's changed the male academic from a lower-class Brit to an American , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film .;2
1399;1400;30165;Everybody loves a David and Goliath story , and this one is told almost entirely from David 's point of view .;3
1558;1559;33275;A sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire .;4
1116;1117;24537;Perry 's good and his is an interesting character , but `` Serving Sara '' has n't much more to serve than silly fluff .;1
1764;1765;37205;But it would be better to wait for the video .;1
1649;1650;35087;Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .;4
2053;2054;42580;The art direction and costumes are gorgeous and finely detailed , and Kurys ' direction is clever and insightful .;4
1333;1334;28774;Trades run-of-the-mill revulsion for extreme unease .;2
1177;1178;25762;Amazing !;4
1555;1556;33191;A technically well-made suspenser ... but its abrupt drop in IQ points as it races to the finish line proves simply too discouraging to let slide .;2
1663;1664;35399;A good music documentary , probably one of the best since The Last Waltz .;4
1382;1383;29820;A stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making .;4
1368;1369;29550;Personally , I 'd rather watch them on the Animal Planet .;0
1505;1506;32143;A wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .;0
1949;1950;40682;In his determination to lighten the heavy subject matter , Silberling also , to a certain extent , trivializes the movie with too many nervous gags and pratfalls .;2
1915;1916;40013;A full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .;3
1760;1761;37142;Only two-fifths of a satisfying movie experience .;2
1703;1704;36096;It has that rare quality of being able to creep the living hell out of you ...;4
1154;1155;25269;This slender plot feels especially thin stretched over the nearly 80-minute running time .;1
1538;1539;32847;The Way Home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness .;3
2016;2017;41923;... you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .;0
2034;2035;42266;Bring on the sequel .;3
1263;1264;27515;The movie is as padded as Allen 's jelly belly .;1
1954;1955;40790;... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .;0
1290;1291;28088;In gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz .;2
1140;1141;25015;The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .;0
1657;1658;35255;When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if Argento 's Hollywood counterparts ... had this much imagination and nerve .;3
1435;1436;30847;The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .;4
1846;1847;38749;O.K. , not really .;2
1652;1653;35158;It would be great to see this turd squashed under a truck , preferably a semi .;0
1292;1293;28133;After the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .;2
1637;1638;34808;A plodding teen remake that 's so mechanical you can smell the grease on the plot twists .;0
1378;1379;29759;There is nothing redeeming about this movie .;0
1203;1204;26287;Watching E.T now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .;2
1733;1734;36619;Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .;3
1212;1213;26445;The problem with The Bread , My Sweet is that it 's far too sentimental .;1
1720;1721;36393;Worthless , from its pseudo-rock-video opening to the idiocy of its last frames .;0
1606;1607;34184;The movie is concocted and carried out by folks worthy of scorn , and the nicest thing I can say is that I ca n't remember a single name responsible for it .;0
1282;1283;27943;An ebullient Tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing .;3
1179;1180;25799;Wow , so who knew Charles Dickens could be so light-hearted ?;3
2064;2065;42779;Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .;3
1545;1546;32996;Jason Patric and Ray Liotta make for one splendidly cast pair .;4
1706;1707;36132;A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films .;1
1678;1679;35647;Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .;2
1165;1166;25478;At its best when the guarded , resentful Betty and the manipulative yet needy Margot are front and center .;2
1795;1796;37730;Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner Laurence Coriat do n't manage an equally assured narrative coinage .;3
1645;1646;34982;Most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved;0
1404;1405;30273;It 's just not very smart .;1
1508;1509;32213;It seems Grant does n't need the floppy hair and the self-deprecating stammers after all .;2
1107;1108;24374;Assured , glossy and shot through with brittle desperation .;3
1452;1453;31128;Dull , a road-trip movie that 's surprisingly short of both adventure and song .;0
1981;1982;41301;The pace of the film is very slow -LRB- for obvious reasons -RRB- and that too becomes off-putting .;2
1843;1844;38679;"Tykwer 's surface flash is n't just a poor fit with Kieslowski 's lyrical pessimism ; it completely contradicts everything Kieslowski 's work aspired to , including the condition of art .";0
2090;2091;43283;while -LRB- Roman Coppola -RRB- scores points for style , he staggers in terms of story .;2
2007;2008;41715;What happens when something goes bump in the night and nobody cares ?;1
