;SentenceId;PhraseId;Phrase;Sentiment
920;921;20633;The lousy John Q all but spits out Denzel Washington 's fine performance in the title role .;-1
145;146;3824;Like the world of his film , Hartley created a monster but did n't know how to handle it .;-1
859;860;19585;It will break your heart many times over .;0
51;52;1401;Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .;0
699;700;16196;While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .;1
1009;1010;22389;Stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .;-1
1015;1016;22473;Well , they 're ` they ' .;0
984;985;21972;modeled;0
624;625;14484;"Better than the tepid Star Trek : Insurrection ; falls short of First Contact because the villain could n't pick the lint off Borg Queen Alice Krige 's cape ; and finishes half a parsec -LRB- a nose -RRB- ahead of Generations .";0
290;291;7146;Got a David Lynch jones ?;0
829;830;18910;Or else a doggie winks .;0
1008;1009;22378;is clever enough , though thin writing proves its undoing .;0
261;262;6593;Halfway through the movie , the humor dwindles .;-1
571;572;13287;Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .;1
363;364;8722;Resident Evil is what comes from taking John Carpenter 's Ghosts of Mars and eliminating the beheadings .;0
495;496;11496;Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .;-1
628;629;14585;Although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .;1
79;80;2087;An unsettling , memorable cinematic experience that does its predecessors proud .;1
622;623;14458;An hour and a half of joyful solo performance .;1
48;49;1305;Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .;1
306;307;7555;A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .;-1
429;430;10212;In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .;-1
521;522;12204;It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .;1
575;576;13381;Fans of so-bad-they 're - good cinema may find some fun in this jumbled mess .;0
455;456;10737;Just bring on the Battle Bots , please !;1
710;711;16536;I 'd watch these two together again in a New York minute .;1
466;467;10932;Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .;1
1052;1053;23238;There 's no real reason to see it , and no real reason not to .;0
160;161;4235;The story alone could force you to scratch a hole in your head .;-1
588;589;13677;Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .;1
905;906;20298;They exist for hushed lines like `` They 're back ! '';0
201;202;5131;But they do n't fit well together and neither is well told .;-1
1002;1003;22303;Wait to see it then .;-1
194;195;4991;Though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .;0
630;631;14627;The film 's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments .;0
351;352;8479;It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .;0
520;521;12173;Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .;-1
1057;1058;23327;Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic .;0
357;358;8609;The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .;0
302;303;7452;Beating the Austin Powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness .;1
496;497;11524;Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .;1
483;484;11240;As Warren he stumbles in search of all the emotions and life experiences he 's neglected over the years .;0
170;171;4515;Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .;-1
143;144;3778;Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .;0
350;351;8437;If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .;0
720;721;16687;It 's like a `` Big Chill '' reunion of the Baader-Meinhof Gang , only these guys are more harmless pranksters than political activists .;0
439;440;10450;Seems like something American and European gay movies were doing 20 years ago .;-1
662;663;15469;Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .;1
488;489;11378;There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .;1
72;73;1966;-LRB- An -RRB- absorbing documentary .;1
246;247;6221;Feral and uncomfortable .;-1
137;138;3649;Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .;-1
988;989;22026;A small fortune in salaries and stunt cars might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB- .;-1
478;479;11150;I hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .;1
498;499;11584;Despite modest aspirations its occasional charms are not to be dismissed .;1
57;58;1539;Mark Pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .;1
816;817;18579;If you are curious to see the darker side of what 's going on with young TV actors -LRB- Dawson Leery did what ?!? -RRB- , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie .;-1
1053;1054;23251;-LRB- Crystal and De Niro -RRB- manage to squeeze out some good laughs but not enough to make this silly con job sing .;0
595;596;13836;It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their uplift .;0
91;92;2394;... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy .;1
399;400;9598;Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .;1
23;24;648;That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .;0
329;330;8033;` Hey Arnold ! ';0
71;72;1938;-LRB- Scherfig -RRB- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .;1
182;183;4783;Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .;1
328;329;8028;A relative letdown .;-1
550;551;12784;Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates .;0
786;787;18042;Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .;-1
123;124;3273;It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .;0
122;123;3265;Violent , vulgar and forgettably entertaining .;-1
963;964;21551;This one is not nearly as dreadful as expected .;1
818;819;18665;All the actors are good in Pauline & Paulette but van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline .;0
239;240;5982;A chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department .;1
959;960;21458;Punitively affirmational parable .;0
447;448;10592;What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .;0
414;415;9904;But Kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .;1
148;149;3905;Because Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s , the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .;0
221;222;5584;An even more predictable , cliche-ridden endeavor than its predecessor .;-1
463;464;10880;Credit director Ramsay for taking the sometimes improbable story and making it feel realistic .;1
736;737;16967;Steven Soderbergh does n't remake Andrei Tarkovsky 's Solaris so much as distill it .;-1
356;357;8594;They 're going through the motions , but the zip is gone .;0
834;835;19029;After all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .;0
657;658;15360;Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .;-1
143;144;3778;Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .;0
230;231;5798;Williams plays Sy , another of his open-faced , smiling madmen , like the killer in Insomnia .;0
163;164;4319;You bet there is and it 's what makes this rather convoluted journey worth taking .;0
366;367;8798;Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here , but a tasty performance from Vincent Gallo lifts this tale of cannibal lust above the ordinary .;1
667;668;15580;If A Few Good Men told us that we `` ca n't handle the truth '' than High Crimes poetically states at one point in this movie that we `` do n't care about the truth . '';0
269;270;6738;Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .;1
1007;1008;22359;I found myself more appreciative of what the director was trying to do than of what he had actually done .;0
792;793;18164;Were it not for a sentimental resolution that explains way more about Cal than does the movie or the character any good , Freundlich 's World Traveler might have been one of the more daring and surprising American movies of the year .;0
876;877;19849;` The War of the Roses , ' trailer-trash style .;-1
401;402;9629;The movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .;0
1013;1014;22453;Solondz creates some effective moments of discomfort for character and viewer alike .;0
707;708;16452;Unfortunately , contrived plotting , stereotyped characters and Woo 's over-the-top instincts as a director undermine the moral dilemma at the movie 's heart .;0
1013;1014;22453;Solondz creates some effective moments of discomfort for character and viewer alike .;0
1055;1056;23292;... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .;1
967;968;21633;A sensitive , moving , brilliantly constructed work .;1
811;812;18510;Bernal and;0
968;969;21642;It pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction .;0
153;154;4077;Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .;-1
174;175;4595;... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .;0
487;488;11333;There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .;-1
377;378;9055;Gooding offers a desperately ingratiating performance .;-1
235;236;5894;In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .;1
267;268;6701;An uplifting , largely bogus story .;0
1056;1057;23317;It does n't matter that the film is less than 90 minutes .;1
956;957;21404;Cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .;0
446;447;10567;The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge;0
93;94;2453;Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .;1
793;794;18202;Thin period piece .;0
768;769;17746;Hugely accomplished slice of Hitchcockian suspense .;1
526;527;12320;An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .;-1
1047;1048;23119;Unless there are zoning ordinances to protect your community from the dullest science fiction , Impostor is opening today at a theater near you .;-1
168;169;4474;Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie improved .;0
715;716;16602;... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .;0
26;27;726;A film that clearly means to preach exclusively to the converted .;0
643;644;14979;Only at the prospect of Beck 's next project .;0
90;91;2369;It 's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .;0
73;74;1973;Reeks of rot and hack work from start to finish .;0
49;50;1333;Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .;1
643;644;14979;Only at the prospect of Beck 's next project .;0
601;602;13972;A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .;0
158;159;4194;As a feature-length film , it wears out its welcome as tryingly as the title character .;-1
563;564;13113;Evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .;-1
590;591;13721;The next big thing 's not-so-big -LRB- and not-so-hot -RRB- directorial debut .;0
702;703;16305;Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .;1
852;853;19449;Affirms the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .;1
750;751;17291;It 'll keep you wide awake and ... very tense .;1
73;74;1973;Reeks of rot and hack work from start to finish .;0
970;971;21724;It 's probably not easy to make such a worthless film ...;-1
247;248;6226;Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .;1
24;25;687;The plot is romantic comedy boilerplate from start to finish .;0
774;775;17846;Brady;1
61;62;1659;But arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .;1
86;87;2274;Highly recommended viewing for its courage , ideas , technical proficiency and great acting .;1
597;598;13892;I ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .;0
1040;1041;22996;A sub-formulaic slap in the face to seasonal cheer .;-1
654;655;15256;"The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ; I assume the director has pictures of them cavorting in ladies ' underwear .";-1
949;950;21225;For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .;1
997;998;22224;I admire it and yet can not recommend it , because it overstays its natural running time .;-1
657;658;15360;Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .;-1
130;131;3516;Just about everyone involved here seems to be coasting .;-1
845;846;19280;A Meatballs for the bare-midriff generation .;0
355;356;8587;This is no `` Waterboy ! '';-1
433;434;10319;Veterans of the dating wars will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures .;0
47;48;1281;I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .;-1
683;684;15944;If this movie leaves you cool , it also leaves you intriguingly contemplative .;0
477;478;11122;Jonah is only so-so ... the addition of a biblical message will either improve the film for you , or it will lessen it .;0
467;468;10970;Friday After Next is the kind of film that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans .;-1
444;445;10544;The concept is a hoot .;1
821;822;18730;Metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story .;1
875;876;19830;The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .;-1
260;261;6557;A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .;0
77;78;2034;Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .;0
618;619;14362;Its initial excitement settles into a warmed over pastiche .;-1
429;430;10212;In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .;-1
1024;1025;22643;It 's hard to believe that something so short could be so flabby .;-1
408;409;9817;Soderbergh skims the fat from the 1972 film .;1
175;176;4628;Starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .;-1
652;653;15179;The beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .;0
564;565;13134;Standing in the Shadows of Motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .;1
2;3;82;Even fans of Ismail Merchant 's work , I suspect , would have a hard time sitting through this one .;-1
553;554;12903;Parts;0
305;306;7528;A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .;0
493;494;11470;A subtle , poignant picture of goodness that is flawed , compromised and sad .;0
367;368;8844;A terrific date movie , whatever your orientation .;1
889;890;20056;Everything its title implies , a standard-issue crime drama spat out from the Tinseltown assembly line .;0
499;500;11597;So exaggerated and broad that it comes off as annoying rather than charming .;-1
1021;1022;22603;As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely .;0
315;316;7774;Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .;0
30;31;840;Nothing more than a run-of-the-mill action flick .;0
793;794;18202;Thin period piece .;0
582;583;13574;The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .;0
544;545;12666;Barry Sonnenfeld owes Frank the Pug big time;0
176;177;4654;This is a children 's film in the truest sense .;1
336;337;8160;The filmmaker 's heart is in the right place ...;0
906;907;20310;Somehow Ms. Griffiths and Mr. Pryce bring off this wild Welsh whimsy .;1
1031;1032;22785;The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .;1
373;374;8956;An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .;1
1059;1060;23392;Its sheer dynamism is infectious .;1
861;862;19614;It 's both sitcomishly predictable and cloying in its attempts to be poignant .;-1
80;81;2102;All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .;1
795;796;18210;The stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt .;0
412;413;9879;Bearable .;0
232;233;5827;With its lackadaisical plotting and mindless action , All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .;-1
645;646;15013;A bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing .;1
921;922;20653;So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .;-1
364;365;8745;The movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .;-1
950;951;21247;With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike .;-1
900;901;20237;A disturbing examination of what appears to be the definition of a ` bad ' police shooting .;0
885;886;19967;Carrying off a spot-on Scottish burr , Duvall -LRB- also a producer -RRB- peels layers from this character that may well not have existed on paper .;1
1004;1005;22318;-- was a fad that had long since vanished .;0
914;915;20474;If you adored The Full Monty so resoundingly that you 're dying to see the same old thing in a tired old setting , then this should keep you reasonably entertained .;0
975;976;21806;An EXIT sign , that is .;-1
392;393;9446;In this film , Aussie David Caesar channels the not-quite-dead career of Guy Ritchie .;0
348;349;8383;Though uniformly well acted , especially by young Ballesta and Galan -LRB- a first-time actor -RRB- , writer\/director Achero Manas 's film is schematic and obvious .;0
105;106;2739;A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .;1
924;925;20729;Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . ';1
341;342;8239;With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .;0
658;659;15401;In other words , it 's badder than bad .;-1
648;649;15087;It 's a terrible movie in every regard , and utterly painful to watch .;-1
833;834;19006;Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .;1
808;809;18437;I liked the movie , but I know I would have liked it more if it had just gone that one step further .;1
690;691;16062;A film that will probably please people already fascinated by Behan but leave everyone else yawning with admiration .;0
767;768;17732;It looks much more like a cartoon in the end than The Simpsons ever has .;0
942;943;21072;This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon .;1
533;534;12449;It 's actually too sincere -- the crime movie equivalent of a chick flick .;0
51;52;1401;Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .;0
728;729;16823;It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .;-1
356;357;8594;They 're going through the motions , but the zip is gone .;0
678;679;15819;This is not Chabrol 's best , but even his lesser works outshine the best some directors can offer .;0
277;278;6942;A mildly enjoyable if toothless adaptation of a much better book .;0
1001;1002;22270;An incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .;-1
760;761;17563;The movie is obviously a labour of love so Howard appears to have had free rein to be as pretentious as he wanted .;0
767;768;17732;It looks much more like a cartoon in the end than The Simpsons ever has .;0
932;933;20911;You want to call Domino 's .;0
1064;1065;23485;A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .;-1
824;825;18776;By not averting his eyes , Solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .;1
999;1000;22255;Action - mechanical .;-1
894;895;20133;It 's all a rather shapeless good time ...;0
68;69;1846;is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title .;1
446;447;10567;The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge;0
606;607;14096;But I do .;0
913;914;20469;A captivating new film .;1
723;724;16757;Really is a pan-American movie , with moments of genuine insight into the urban heart .;1
580;581;13488;One of the pleasures in Walter 's documentary ... is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject 's mysterious personality without ever explaining him .;0
825;826;18800;A remarkably alluring film set in the constrictive Eisenhower era about one suburban woman 's yearning in the face of a loss that shatters her cheery and tranquil suburban life .;1
202;203;5144;Being latently gay and liking to read are hardly enough .;0
135;136;3630;One of the year 's most weirdly engaging and unpredictable character pieces .;1
866;867;19685;a stereotype;-1
276;277;6930;The jokes are flat , and the action looks fake .;-1
485;486;11269;... in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes .;-1
855;856;19496;There 's no palpable chemistry between Lopez and male lead Ralph Fiennes , plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme .;-1
560;561;13028;As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .;-1
412;413;9879;Bearable .;0
397;398;9551;This misty-eyed Southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .;-1
789;790;18105;It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .;0
421;422;10039;Solondz may well be the only one laughing at his own joke;-1
24;25;687;The plot is romantic comedy boilerplate from start to finish .;0
481;482;11192;Mark Wahlberg ... may look classy in a '60s - homage pokepie hat , but as a character he 's dry , dry , dry .;0
909;910;20363;This is one of the outstanding thrillers of recent years .;1
1062;1063;23425;Crush could be the worst film a man has made about women since Valley of the Dolls .;-1
692;693;16105;They ought to be a whole lot scarier than they are in this tepid genre offering .;-1
1021;1022;22603;As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely .;0
128;129;3471;A brilliant gag at the expense of those who paid for it and those who pay to see it .;0
936;937;20972;Full of flatulence jokes and mild sexual references , Kung Pow !;-1
996;997;22217;There 's not a comedic moment in this romantic comedy .;-1
912;913;20446;Opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .;0
465;466;10922;Gets better after Foster leaves that little room .;1
460;461;10853;In some ways , Lagaan is quintessential Bollywood .;0
437;438;10411;It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .;1
567;568;13209;It 's mostly a pleasure to watch .;1
742;743;17109;With all the sympathy , empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .;-1
115;116;3087;But when it does , you 're entirely unprepared .;0
1017;1018;22505;-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting .;1
614;615;14277;Unfortunately the story and the actors are served with a hack script .;-1
214;215;5367;Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .;0
572;573;13307;Welles groupie\/scholar Peter Bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant William Randolph Hearst .;1
301;302;7422;Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .;1
435;436;10360;The rollerball sequences feel sanitised and stagey .;-1
537;538;12543;There is a freedom to watching stunts that are this crude , this fast-paced and this insane .;1
402;403;9651;Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl -;1
409;410;9829;Hilarious musical comedy though stymied by accents thick as mud .;0
304;305;7524;Buy popcorn .;0
511;512;11944;With a confrontational stance , Todd Solondz takes aim on political correctness and suburban families .;0
92;93;2414;Entertains not so much because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel .;-1
539;540;12567;Dignified CEO 's meet at a rustic retreat and pee against a tree .;-1
689;690;16054;Paul Cox needed to show it .;-1
927;928;20790;Their contrast is neither dramatic nor comic -- it 's just a weird fizzle .;-1
88;89;2315;It shows us a slice of life that 's very different from our own and yet instantly recognizable .;1
98;99;2581;It 's not a particularly good film , but neither is it a monsterous one .;0
212;213;5347;When it 's this rich and luscious , who cares ?;1
652;653;15179;The beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .;0
550;551;12784;Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates .;0
510;511;11900;One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin .;-1
879;880;19882;Whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black .;-1
78;79;2071;This is a heartfelt story ... it just is n't a very involving one .;-1
286;287;7102;-LRB- A -RRB- rather thinly-conceived movie .;-1
17;18;474;Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .;0
512;513;11966;A processed comedy chop suey .;-1
820;821;18713;` Yes , that 's right : it 's Forrest Gump , Angel Of Death . ';1
349;350;8419;When you resurrect a dead man , Hard Copy should come a-knocking , no ?;0
