;SentenceId;PhraseId;Phrase;Sentiment
5023;5029;96287;Tells -LRB- the story -RRB- with such atmospheric ballast that shrugging off the plot 's persnickety problems is simply a matter of -LRB- being -RRB- in a shrugging mood .;2
5016;5022;96129;It 's a fun adventure movie for kids -LRB- of all ages -RRB- that like adventure .;4
5079;5085;97273;... an enjoyably frothy ` date movie ' ...;4
4364;4369;84467;An amateurish , quasi-improvised acting exercise shot on ugly digital video .;0
4720;4725;90800;Probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .;3
4938;4944;94748;Completely creatively stillborn and executed in a manner that I 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .;0
4629;4634;89155;Memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .;1
4868;4874;93486;Chamber of Secrets will find millions of eager fans .;4
4724;4729;90896;A movie that feels like the pilot episode of a new teen-targeted action TV series .;2
4802;4808;92349;A terrible movie that some people will nevertheless find moving .;0
5124;5130;97954;Psychologically revealing .;3
5307;5313;101094;The problem with ANTWONE FISHER is that it has a screenplay written by Antwone Fisher based on the book by Antwone Fisher .;0
5300;5306;101005;It 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .;1
5024;5030;96313;Fast-paced and wonderfully edited , the film is extremely thorough .;4
4443;4448;85965;One-sided documentary offers simplistic explanations to a very complex situation .;1
5214;5220;99546;Rollerball IS as bad as you think , and worse than you can imagine .;0
5236;5242;99919;Ozpetek 's effort has the scope and shape of an especially well-executed television movie .;4
5232;5238;99838;But something seems to be missing .;2
4515;4520;87132;If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .;2
4292;4296;83194;A whale of a good time for both children and parents seeking Christian-themed fun .;4
5139;5145;98193;An ugly , pointless , stupid movie .;0
4999;5005;95783;Streamlined to a tight , brisk 85-minute screwball thriller , `` Big Trouble '' is funny , harmless and as substantial as a tub of popcorn with extra butter .;2
4903;4909;94080;Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .;4
4403;4408;85254;The film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .;4
5104;5110;97639;The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .;0
4501;4506;86925;Pray has really done his subject justice .;3
4632;4637;89225;Road to Perdition does display greatness , and it 's worth seeing .;4
4645;4650;89441;You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .;0
4492;4497;86801;A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .;4
4997;5003;95771;It 's no lie -- Big Fat Liar is a real charmer .;4
4933;4939;94607;There is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .;0
4809;4815;92452;Simplistic , silly and tedious .;1
4812;4818;92500;Fans of the modern day Hong Kong action film finally have the worthy successor to A Better Tomorrow and The Killer which they have been patiently waiting for .;3
5151;5157;98384;Most fish stories are a little peculiar , but this is one that should be thrown back in the river .;1
4954;4960;95096;No amount of nostalgia for Carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it .;0
4706;4711;90505;Brutally honest and told with humor and poignancy , which makes its message resonate .;4
5006;5012;95928;A movie that 's held captive by mediocrity .;1
4835;4841;92929;A tightly directed , highly professional film that 's old-fashioned in all the best possible ways .;3
4968;4974;95288;It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience .;0
4718;4723;90735;Terrific as Nadia , a Russian mail-order bride who comes to America speaking not a word of English , it 's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .;3
4457;4462;86184;But mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .;1
4920;4926;94383;The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .;3
5093;5099;97496;Lux , now in her eighties , does a great combination act as narrator , Jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .;4
4603;4608;88680;While centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the Yiddish theater , both in America and Israel .;4
5259;5265;100345;Mostly honest , this somber picture reveals itself slowly , intelligently , artfully .;4
5007;5013;95936;It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun .;4
4856;4862;93240;Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .;3
5077;5083;97223;Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .;1
4372;4377;84598;It 's so badly made on every level that I 'm actually having a hard time believing people were paid to make it .;0
4727;4732;90967;It 's a funny little movie with clever dialogue and likeable characters .;4
4736;4741;91117;If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia;0
4846;4852;93120;The events of the film are just so WEIRD that I honestly never knew what the hell was coming next .;1
4612;4617;88866;Same guy with both hats .;2
4844;4850;93075;I 'm sure the filmmakers found this a remarkable and novel concept , but;2
4280;4284;82971;Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .;4
4381;4386;84792;A hard look at one man 's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of Claude Chabrol .;3
5166;5172;98641;Yet why it fails is a riddle wrapped in a mystery inside an enigma .;1
5321;5327;101345;A fascinating but choppy documentary .;2
5247;5253;100110;A dim-witted and lazy spin-off of the Animal Planet documentary series , Crocodile Hunter is entertainment opportunism at its most glaring .;0
4746;4751;91322;One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .;4
5167;5173;98656;Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .;4
5086;5092;97361;It is not what you see , it is what you think you see .;2
5263;5269;100418;Touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society ... might benefit from a helping hand and a friendly kick in the pants .;3
4556;4561;87801;With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .;4
4785;4791;92056;Idiotic and ugly .;0
4837;4843;92957;White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .;3
4373;4378;84619;Twist open the Ouzo !;2
4566;4571;87988;Nor is it a romantic comedy .;2
4603;4608;88680;While centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the Yiddish theater , both in America and Israel .;4
4408;4413;85323;It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill;1
4481;4486;86622;delightfully rendered;4
4548;4553;87677;Ice Age posits a heretofore unfathomable question : Is it possible for computer-generated characters to go through the motions ?;2
4900;4906;94028;cynical and serious look at teenage boys doing what they do best - being teenagers .;2
4578;4583;88232;This is surely one of the most frantic , virulent and foul-natured Christmas season pics ever delivered by a Hollywood studio .;0
4896;4902;93942;As the princess , Sorvino glides gracefully from male persona to female without missing a beat .;3
4356;4360;84360;Originality is sorely lacking .;1
4696;4701;90306;-LRB- Taymor -RRB- utilizes the idea of making Kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .;4
4424;4429;85649;Whatever one makes of its political edge , this is beautiful filmmaking from one of French cinema 's master craftsmen .;4
4891;4897;93864;When your subject is illusion versus reality , should n't the reality seem at least passably real ?;1
5115;5121;97801;Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .;1
5106;5112;97658;This stuck pig of a movie flails limply between bizarre comedy and pallid horror .;0
5200;5206;99270;The photographer 's show-don ` t-tell stance is admirable , but it can make him a problematic documentary subject .;2
4879;4885;93677;A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .;0
4855;4861;93225;What emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice .;3
4419;4424;85544;Like blended shades of lipstick , these components combine into one terrific story with lots of laughs .;4
4633;4638;89234;You 'll cry for your money back .;0
5330;5336;101469;The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .;1
4959;4965;95172;Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .;2
5199;5205;99246;Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .;4
4659;4664;89648;The premise itself is just SOOOOO tired .;0
4293;4297;83207;It 's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny .;0
5069;5075;97073;A boring masquerade ball where normally good actors , even Kingsley , are made to look bad .;1
4684;4689;90088;This is a finely written , superbly acted offbeat thriller .;4
4892;4898;93878;This is the kind of movie that gets a quick release before real contenders arrive in September .;0
4527;4532;87376;A strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two;3
4442;4447;85941;It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .;3
5171;5177;98701;It 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling .;0
5191;5197;99069;Sheridan is painfully bad , a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb .;0
4736;4741;91117;If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia;0
4732;4737;91062;Even with all its botches , Enigma offers all the pleasure of a handsome and well-made entertainment .;3
5141;5147;98217;Manages to delight without much of a story .;3
5029;5035;96380;When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .;1
5318;5324;101296;Mazel tov to a film about a family 's joyous life acting on the Yiddish stage .;4
5123;5129;97945;A collage;2
4964;4970;95254;Films are made of little moments .;2
4642;4647;89375;While it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .;1
4977;4983;95404;Screenwriter Dan Schneider and director Shawn Levy substitute volume and primary colors for humor and bite .;3
4783;4789;92036;An impressive hybrid .;4
4266;4270;82697;This is one of the biggest disappointments of the year .;0
5195;5201;99172;The film feels formulaic , its plot and pacing typical Hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe .;0
5311;5317;101170;With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?;1
4648;4653;89494;There is so much plodding sensitivity .;2
4630;4635;89179;The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .;3
4436;4441;85824;Hardly a film that comes along every day .;3
4659;4664;89648;The premise itself is just SOOOOO tired .;0
5112;5118;97753;Poignant Japanese epic about adolescent anomie and heartbreak .;3
4836;4842;92945;You 're not merely watching history , you 're engulfed by it .;4
4598;4603;88573;A lot of the credit for the film 's winning tone must go to Grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the Atlantic love him .;3
4902;4908;94059;Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .;0
4887;4893;93802;Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .;4
4465;4470;86337;Thanks to Ice Cube , Benjamins feels an awful lot like Friday in Miami .;2
5092;5098;97466;A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .;3
4845;4851;93091;All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .;1
4980;4986;95460;The filmmakers are playing to the Big Boys in New York and L.A. To that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .;1
5078;5084;97254;The film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong .;3
5273;5279;100587;An unflinching look at the world 's dispossessed .;2
4474;4479;86497;Gaghan;2
5272;5278;100574;Unlike lots of Hollywood fluff , this has layered , well-developed characters and some surprises .;3
5035;5041;96476;True to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .;1
4945;4951;94874;it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding;2
4701;4706;90416;An overwrought Taiwanese soaper about three people and their mixed-up relationship .;2
4423;4428;85624;Could as easily have been called ` Under Siege 3 : In Alcatraz ' ... a cinematic corpse that never springs to life .;1
5010;5016;96002;Bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .;2
4380;4385;84773;If swimfan does catch on , it may be because teens are looking for something to make them laugh .;1
4721;4726;90820;At some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .;1
5237;5243;99933;Less a study in madness or love than a study in schoolgirl obsession .;1
4540;4545;87566;These people are really going to love The Piano Teacher .;4
4743;4748;91242;A mean-spirited film made by someone who surely read The Catcher in the Rye but clearly suffers from dyslexia;0
5274;5280;100594;Ultimately ... the movie is too heady for children , and too preachy for adults .;1
5098;5104;97575;Are monsters born , or made ?;2
4486;4491;86688;No amount of burning , blasting , stabbing , and shooting can hide a weak script .;0
5108;5114;97684;One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State .;4
4394;4399;85037;By turns touching , raucously amusing , uncomfortable , and , yes , even sexy , Never Again is a welcome and heartwarming addition to the romantic comedy genre .;4
5085;5091;97344;On the evidence before us , the answer is clear : Not easily and , in the end , not well enough .;1
4331;4335;83887;The script is smart and dark - hallelujah for small favors .;3
4531;4536;87446;Adam SANDLER !;2
4661;4666;89666;One of the best movies of the year .;4
4283;4287;83066;But here 's a glimpse at his life .;2
5079;5085;97273;... an enjoyably frothy ` date movie ' ...;4
4360;4364;84384;Each scene immediately succumbs to gravity and plummets to earth .;0
5046;5052;96724;It looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such .;0
5227;5233;99735;The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .;1
4773;4779;91823;You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .;4
4705;4710;90482;Though Frodo 's quest remains unfulfilled , a hardy group of determined New Zealanders has proved its creative mettle .;2
4397;4402;85101;Hardman is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast .;2
4302;4306;83378;... a fairly disposable yet still entertaining B picture .;2
4817;4823;92576;Rather , pity anyone who sees this mishmash .;0
5250;5256;100172;A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .;4
5248;5254;100132;In the not-too-distant future , movies like Ghost Ship will be used as analgesic balm for overstimulated minds .;1
5198;5204;99244;A funny film .;3
4339;4343;84064;Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .;3
4602;4607;88668;Maryam is a small film , but it offers large rewards .;3
4474;4479;86497;Gaghan;2
4649;4654;89499;But be warned , you too may feel time has decided to stand still .;2
5054;5060;96833;An involving , inspirational drama that sometimes falls prey to its sob-story trappings .;2
5120;5126;97884;A Jewish WW II doc that is n't trying simply to out-shock , out-outrage or out-depress its potential audience !;2
5299;5305;100992;Brings together some of the biggest names in Japanese anime , with impressive results .;4
5191;5197;99069;Sheridan is painfully bad , a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb .;0
4478;4483;86564;This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .;1
4757;4763;91511;An emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .;4
4610;4615;88833;It stars schticky Chris Rock and stolid Anthony Hopkins , who seem barely in the same movie .;1
4857;4863;93260;This is n't a new idea .;1
4523;4528;87294;Some Body is a shaky , uncertain film that nevertheless touches a few raw nerves .;3
4301;4305;83359;Ice Cube is n't quite out of ripe screwball ideas , but Friday After Next spreads them pretty thin .;1
4849;4855;93159;his -LRB- Nelson 's -RRB- screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .;1
4265;4269;82673;Not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .;3
4535;4540;87500;Spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .;4
5028;5034;96376;into How Long Is This Movie ?;1
4367;4372;84493;If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .;3
5142;5148;98222;The histrionic muse still eludes Madonna and , playing a charmless witch , she is merely a charmless witch .;1
4425;4430;85669;Much of it is funny , but there are also some startling , surrealistic moments ...;3
4983;4989;95545;It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .;4
4892;4898;93878;This is the kind of movie that gets a quick release before real contenders arrive in September .;0
4407;4412;85319;We do n't even like their characters .;1
5200;5206;99270;The photographer 's show-don ` t-tell stance is admirable , but it can make him a problematic documentary subject .;2
4273;4277;82816;To paraphrase a line from another Dickens ' novel , Nicholas Nickleby is too much like a fragment of an underdone potato .;0
4739;4744;91190;This gorgeous epic is guaranteed to lift the spirits of the whole family .;4
4379;4384;84752;It 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .;3
5145;5151;98278;Her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .;0
4314;4318;83532;You wo n't look at religious fanatics -- or backyard sheds -- the same way again .;2
4493;4498;86815;Austin Powers in Goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .;1
5098;5104;97575;Are monsters born , or made ?;2
4807;4813;92421;Let 's face it -- there are n't many reasons anyone would want to see Crossroads if they 're not big fans of teen pop kitten Britney Spears .;2
4669;4674;89812;Scooby Doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .;4
5234;5240;99867;I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .;0
4319;4323;83635;An exhilarating serving of movie fluff .;2
5329;5335;101438;There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .;2
4699;4704;90388;Fluffy neo-noir hiding behind cutesy film references .;1
4915;4921;94294;Dense , exhilarating documentary .;3
4850;4856;93185;Over and over again .;1
5267;5273;100515;Marinated;2
5247;5253;100110;A dim-witted and lazy spin-off of the Animal Planet documentary series , Crocodile Hunter is entertainment opportunism at its most glaring .;0
5039;5045;96570;There are so few films about the plight of American Indians in modern America that Skins comes as a welcome , if downbeat , missive from a forgotten front .;3
5261;5267;100362;The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .;4
4371;4376;84578;A listless sci-fi comedy in which Eddie Murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect .;0
5244;5250;100046;Though Nijinsky 's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .;3
