;SentenceId;PhraseId;Phrase;Sentiment
616;617;14309;The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .;4
181;182;4749;Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama;3
178;179;4684;Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .;4
291;292;7153;Earnest and tentative even when it aims to shock .;2
203;204;5159;More sophisticated and literate than such pictures usually are ... an amusing little catch .;3
829;830;18910;Or else a doggie winks .;2
602;603;13990;Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .;4
753;754;17367;Less an examination of neo-Nazism than a probe into the nature of faith itself .;3
382;383;9168;This ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .;0
669;670;15628;Wiser souls would have tactfully pretended not to see it and left it lying there;2
674;675;15710;-LRB- Dong -RRB- makes a valiant effort to understand everyone 's point of view , and he does such a good job of it that Family Fundamentals gets you riled up .;4
613;614;14238;The movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .;2
146;147;3848;When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .;4
258;259;6507;The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .;4
463;464;10880;Credit director Ramsay for taking the sometimes improbable story and making it feel realistic .;3
128;129;3471;A brilliant gag at the expense of those who paid for it and those who pay to see it .;2
913;914;20469;A captivating new film .;4
823;824;18761;This Orange has some juice , but it 's far from fresh-squeezed .;1
368;369;8853;Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .;0
206;207;5210;It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .;4
505;506;11740;Innocuous enough to make even Jean-Claude Van Damme look good .;2
1047;1048;23119;Unless there are zoning ordinances to protect your community from the dullest science fiction , Impostor is opening today at a theater near you .;1
268;269;6708;Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .;4
876;877;19849;` The War of the Roses , ' trailer-trash style .;0
1010;1011;22410;Done in mostly by a weak script that ca n't support the epic treatment .;0
716;717;16625;Poetry in motion captured on film .;4
701;702;16256;The film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .;3
913;914;20469;A captivating new film .;4
301;302;7422;Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .;3
667;668;15580;If A Few Good Men told us that we `` ca n't handle the truth '' than High Crimes poetically states at one point in this movie that we `` do n't care about the truth . '';2
1;2;64;This quiet , introspective and entertaining independent is worth seeking .;4
355;356;8587;This is no `` Waterboy ! '';1
705;706;16413;A real winner -- smart , funny , subtle , and resonant .;4
427;428;10196;This beautifully animated epic is never dull .;4
995;996;22208;I have not been this disappointed by a movie in a long time .;0
709;710;16508;Even a hardened voyeur would require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture .;0
513;514;11973;eventually arrives at its heart , as simple self-reflection meditation .;3
199;200;5104;The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .;2
991;992;22116;The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .;3
609;610;14141;It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .;2
894;895;20133;It 's all a rather shapeless good time ...;2
672;673;15680;Delivers roughly equal amounts of beautiful movement and inside information .;3
31;32;849;Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .;0
175;176;4628;Starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .;0
694;695;16140;Nearly every attempt at humor here is DOA .;0
576;577;13398;We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .;0
117;118;3123;300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .;4
380;381;9112;Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible .;4
182;183;4783;Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .;3
466;467;10932;Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .;3
298;299;7323;A dreary movie .;0
782;783;17950;Disney aficionados will notice distinct parallels between this story and the 1971 musical `` Bedknobs and Broomsticks , '' which also dealt with British children rediscovering the power of fantasy during wartime .;2
112;113;2972;The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .;0
256;257;6465;Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .;3
1013;1014;22453;Solondz creates some effective moments of discomfort for character and viewer alike .;2
684;685;15958;When all is said and done , she loves them to pieces -- and so , I trust , will you .;3
930;931;20859;Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .;4
261;262;6593;Halfway through the movie , the humor dwindles .;1
212;213;5347;When it 's this rich and luscious , who cares ?;3
774;775;17846;Brady;3
437;438;10411;It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .;4
919;920;20606;An uncomfortable movie , suffocating and sometimes almost senseless , The Grey Zone does have a center , though a morbid one .;0
499;500;11597;So exaggerated and broad that it comes off as annoying rather than charming .;1
222;223;5597;Plays like a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story .;0
366;367;8798;Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here , but a tasty performance from Vincent Gallo lifts this tale of cannibal lust above the ordinary .;3
428;429;10204;Charming and witty , it 's also somewhat clumsy .;3
1053;1054;23251;-LRB- Crystal and De Niro -RRB- manage to squeeze out some good laughs but not enough to make this silly con job sing .;2
120;121;3226;`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .;4
754;755;17384;Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .;4
55;56;1523;Both lead performances are Oscar-size .;4
529;530;12374;... a powerful sequel and one of the best films of the year .;4
413;414;9881;Cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .;3
455;456;10737;Just bring on the Battle Bots , please !;3
971;972;21734;The creative animation work may not look as fully ` rendered ' as Pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree .;3
106;107;2777;One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .;4
796;797;18236;... the tale of her passionate , tumultuous affair with Musset unfolds as Sand 's masculine persona , with its love of life and beauty , takes form .;3
434;435;10345;It sends you away a believer again and quite cheered at just that .;4
395;396;9508;Would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?;2
827;828;18867;The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . '';1
849;850;19342;Entertainment more disposable than Hanna-Barbera 's half-hour cartoons ever were .;2
1060;1061;23399;Troll the cult section of your local video store for the real deal .;2
959;960;21458;Punitively affirmational parable .;2
1040;1041;22996;A sub-formulaic slap in the face to seasonal cheer .;1
996;997;22217;There 's not a comedic moment in this romantic comedy .;0
549;550;12761;A small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad .;3
758;759;17502;Not a schlocky creature feature but something far more stylish and cerebral -- and , hence , more chillingly effective .;3
636;637;14818;As an actress , Madonna is one helluva singer .;4
1044;1045;23073;All the filmmakers are asking of us , is to believe in something that is improbable .;2
694;695;16140;Nearly every attempt at humor here is DOA .;0
357;358;8609;The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .;2
850;851;19355;The beautiful images and solemn words can not disguise the slack complacency of -LRB- Godard 's -RRB- vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .;1
699;700;16196;While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .;4
395;396;9508;Would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?;2
673;674;15694;Showtime 's starry cast could be both an asset and a detriment .;2
37;38;1024;The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ';0
207;208;5240;Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .;3
972;973;21771;An often unfunny romp .;2
0;1;1;A series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .;1
198;199;5097;This is a superior horror flick .;4
706;707;16424;Ultimate X is a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine .;2
432;433;10284;A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus .;2
855;856;19496;There 's no palpable chemistry between Lopez and male lead Ralph Fiennes , plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme .;0
998;999;22241;There 's plenty to enjoy -- in no small part thanks to Lau .;3
151;152;4004;"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .";0
496;497;11524;Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .;4
286;287;7102;-LRB- A -RRB- rather thinly-conceived movie .;0
552;553;12860;The color sense of Stuart Little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .;3
767;768;17732;It looks much more like a cartoon in the end than The Simpsons ever has .;2
764;765;17660;"You can sip your vintage wines and watch your Merchant Ivory productions ; I 'll settle for a nice cool glass of iced tea and a Jerry Bruckheimer flick any day of the week .";4
869;870;19740;God bless Crudup and his aversion to taking the easy Hollywood road and cashing in on his movie-star gorgeousness .;3
1031;1032;22785;The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .;3
1045;1046;23087;A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .;4
735;736;16960;Just send it to Cranky .;1
533;534;12449;It 's actually too sincere -- the crime movie equivalent of a chick flick .;2
956;957;21404;Cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .;2
319;320;7855;has -RRB-;2
950;951;21247;With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike .;1
741;742;17100;Vaguely interesting , but it 's just too too much .;1
120;121;3226;`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .;4
766;767;17709;A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .;0
307;308;7584;-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .;2
538;539;12562;` This movie sucks . ';0
313;314;7729;Ultimately , clarity matters , both in breaking codes and making movies .;2
1061;1062;23414;Bears is even worse than I imagined a movie ever could be .;0
878;879;19873;A fifty car pileup of cliches .;0
349;350;8419;When you resurrect a dead man , Hard Copy should come a-knocking , no ?;2
495;496;11496;Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .;1
781;782;17948;A cartoon ?;1
574;575;13366;Skillful as he is , Mr. Shyamalan is undone by his pretensions .;2
189;190;4885;The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .;0
226;227;5717;It 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .;0
187;188;4872;Uneven but a lot of fun .;3
848;849;19320;From blushing to gushing -- Imamura squirts the screen in ` Warm Water Under a Red Bridge ';3
617;618;14340;A tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .;0
50;51;1369;Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .;1
141;142;3732;-LRB- Cho 's face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .;3
385;386;9222;Trying to figure out the rules of the Country Bear universe -- when are bears bears and when are they like humans , only hairier -- would tax Einstein 's brain .;1
189;190;4885;The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .;0
886;887;19998;A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy .;2
132;133;3551;I suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD .;1
26;27;726;A film that clearly means to preach exclusively to the converted .;2
291;292;7153;Earnest and tentative even when it aims to shock .;2
241;242;6067;Feels strangely hollow at its emotional core .;0
708;709;16476;Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .;4
721;722;16718;Ms. Hutchins is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .;4
458;459;10792;Too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .;1
867;868;19689;The IMAX screen enhances the personal touch of manual animation .;4
371;372;8906;`` Frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .;4
576;577;13398;We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .;0
536;537;12513;Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .;1
136;137;3643;Intriguing and downright intoxicating .;4
642;643;14963;How can such a cold movie claim to express warmth and longing ?;1
1060;1061;23399;Troll the cult section of your local video store for the real deal .;2
247;248;6226;Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .;4
980;981;21932;It drowns in sap .;1
631;632;14655;From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love .;3
824;825;18776;By not averting his eyes , Solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .;3
269;270;6738;Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .;4
118;119;3151;The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .;3
1041;1042;23006;A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .;1
379;380;9085;Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . ';3
755;756;17417;While it may not add up to the sum of its parts , Holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .;3
441;442;10484;Mana gives us compelling , damaged characters who we want to help -- or hurt .;2
788;789;18082;If -LRB- Jaglom 's -RRB- latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .;3
376;377;9024;Twenty years after its first release , E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career .;4
181;182;4749;Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama;3
884;885;19954;An erotic thriller that 's neither too erotic nor very thrilling , either .;0
792;793;18164;Were it not for a sentimental resolution that explains way more about Cal than does the movie or the character any good , Freundlich 's World Traveler might have been one of the more daring and surprising American movies of the year .;2
626;627;14563;It 's just rather leaden and dull .;0
330;331;8039;But though he only scratches the surface , at least he provides a strong itch to explore more .;3
275;276;6886;Ultimately , Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .;1
417;418;9960;I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .;4
408;409;9817;Soderbergh skims the fat from the 1972 film .;3
610;611;14173;It 's as raw and action-packed an experience as a ringside seat at a tough-man contest .;4
803;804;18386;Kitschy , flashy , overlong soap opera .;0
304;305;7524;Buy popcorn .;2
283;284;7067;... silly humbuggery ...;1
960;961;21463;Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .;1
842;843;19220;Interminably bleak , to say nothing of boring .;0
579;580;13469;"This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .";3
